"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@Anthony63002260 @NYDailyNews There is no ""reopening"" of America cuz America was never in a real #StayAtHome… https://t.co/79FCdF0M9w",FALSE,0,"Anthony63002260",2020-05-02 18:38:39,TRUE,"1256626516521353216","1256654349234843650","1238262509049655296","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2cents4change",0,FALSE,FALSE,NA,NA
"RT @parthaskar: On behalf of the #NHS 

Please PLEASE avoid this. 

We have - as a system- just about managed to cope- by sacrificing much…",FALSE,0,NA,2020-05-02 18:38:35,FALSE,NA,"1256654334529622017",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RachelWittson",5,TRUE,FALSE,NA,NA
"RT @martiandiaries: Need fresh entertainment? 
Quarantine, self-isolation, travel bans - hooray for audiodrama! <U+0001F64C> Enjoy more than 60 FREE i…",FALSE,0,NA,2020-05-02 18:38:33,FALSE,NA,"1256654324488380416",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mariafloreto",217,TRUE,FALSE,NA,NA
"RT @MaryknollFrsBrs: Join us tomorrow for a live stream of Sunday Mass from Maryknoll with Fr. Joseph Veneroso, M.M.  at 10am ET. 

Please…",FALSE,0,NA,2020-05-02 18:38:11,FALSE,NA,"1256654235011215361",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","silvestromedia",1,TRUE,FALSE,NA,NA
"@TechChef4u @cazij Hi Lisa, I’m #writing a #truestory of my own experience with #bullying to share that U can survi… https://t.co/b0G774lFj8",FALSE,0,"TechChef4u",2020-05-02 18:38:10,TRUE,"1256621758645493769","1256654231123234823","18009961","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PorcelliSuzanne",0,FALSE,FALSE,NA,NA
"RT @sergulumm: ~~~
Son 4 bin <U+0001F389><U+0001F38A><U+0001F973><U+0001F388><U+0001F38A><U+0001F389><U+0001F973>
.
.
#Sergülüm
#SergülüMusic
#HerSözümSen <U+0001F388><U+0001F973><U+0001F389><U+0001F9FF>
...
#evdeyim #evdekal #benimle 
#20milyon #kutla <U+0001F388><U+0001F973>
#sta…",FALSE,0,NA,2020-05-02 18:37:59,FALSE,NA,"1256654184948158469",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","znur62923744",3,TRUE,FALSE,NA,NA
"RT @bbcradioulster: Bristol artist @KatyJPearsonnn reveals the secrets of her First and Last Loves with @StephenMainline <U+0001F449> https://t.co/lJN…",FALSE,0,NA,2020-05-02 18:37:59,FALSE,NA,"1256654182830014464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","StephenMainline",1,TRUE,FALSE,NA,NA
"To hear that adults in Spain have been allowed outside to exercise for the first time in 7 weeks makes our lockdown… https://t.co/HCMsvmGqOV",FALSE,0,NA,2020-05-02 18:37:48,TRUE,NA,"1256654137678331906",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ronanbarry",0,FALSE,FALSE,NA,NA
"RT @GardaTraffic: An Garda Síochana continues to acknowledge the huge support and compliance for current Public Health Guidelines by citize…",FALSE,0,NA,2020-05-02 18:37:45,FALSE,NA,"1256654124654956544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stresskills",9,TRUE,FALSE,NA,NA
"@TheTweetOfGod Maybe we need an infestation to get people to #StayAtHome",FALSE,0,"TheTweetOfGod",2020-05-02 18:37:41,FALSE,"1256648518464233473","1256654108540506112","204832963","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","noe_perez_",0,FALSE,FALSE,NA,NA
"RT @ODNIgov: Interested in learning more about the raid on Osama bin Laden’s compound in Abbottabad, Pakistan while you #StayAtHome? Read s…",FALSE,0,NA,2020-05-02 18:37:38,FALSE,NA,"1256654093629689858",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Spacefo88294868",33,TRUE,FALSE,NA,NA
"RT @HIDIVEofficial: We hope you enjoy this new message from our staff and friends! Whether or not you're staying home, we just ultimately h…",FALSE,0,NA,2020-05-02 18:37:32,FALSE,NA,"1256654068711374851",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jvx10vxgg",72,TRUE,FALSE,NA,NA
"RT @RavMABAY: Let's be clear: Storming a state capitol with loaded AR-15s to protest #COVID19 #StayAtHome orders is NOT a protest.

It is t…",FALSE,0,NA,2020-05-02 18:37:31,FALSE,NA,"1256654064462462978",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lucifersfursona",2217,TRUE,FALSE,NA,NA
"RT @RepLipinski: As an avid biker, I’m glad to begin #NationalBikeMonth today. #Biking is great for our environment, health, &amp; relationship…",FALSE,0,NA,2020-05-02 18:37:29,FALSE,NA,"1256654059295182858",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Angieva68965829",2,TRUE,FALSE,NA,NA
"I made a GIANT GUN in Boneworks VR...How bad can it go?

Full Video: https://t.co/qNycjI350u

#vr #virtualreality… https://t.co/79EoV8AKP2",FALSE,0,NA,2020-05-02 18:37:26,TRUE,NA,"1256654045730746369",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TheSimplyChris",0,FALSE,FALSE,NA,NA
"Meze type dinner tonight chez Warke #IsolationLife #StayAtHome https://t.co/17qDXndvqj",FALSE,0,NA,2020-05-02 18:37:12,FALSE,NA,"1256653988088418305",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WarkesDeli",0,FALSE,FALSE,NA,NA
"RT @LaLigaEN: <U+0001F4C5> #OnThisDay in 2009, @FCBarcelona went to the Bernabeu for the first time under Pep Guardiola.

...and scored SIX goals. <U+0001F525>…",FALSE,0,NA,2020-05-02 18:37:05,FALSE,NA,"1256653955616182272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lenyone",379,TRUE,FALSE,NA,NA
"RT @tb_doc: “Even 1 week per month of ""normal"" activity would risk a second peak”
#StayHomeSaveLives #StayAtHome",FALSE,0,NA,2020-05-02 18:37:01,FALSE,NA,"1256653938297909250",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DrJessPotter",7,TRUE,FALSE,NA,NA
"RT @ODNIgov: Interested in learning more about the raid on Osama bin Laden’s compound in Abbottabad, Pakistan while you #StayAtHome? Read s…",FALSE,0,NA,2020-05-02 18:37:00,FALSE,NA,"1256653934543933446",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CoryMills_PACEM",33,TRUE,FALSE,NA,NA
"RT @zeusFanHouse: #NewMexico’s Democratic Governor #MichelleLujanGrisham Extends #StayatHome Order to May 15, Despite Low # Cases

https://…",FALSE,0,NA,2020-05-02 18:36:58,FALSE,NA,"1256653927811919872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Shredgrey",203,TRUE,FALSE,NA,NA
"RT @timetodecor: GAME: HOME SURAU

Most surau are highly influenced by Arabic style &amp; banyak bermain corak geometri. Sempena #stayathome Ra…",FALSE,0,NA,2020-05-02 18:36:53,FALSE,NA,"1256653906119016448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Zfrhzfr1",804,TRUE,FALSE,NA,NA
"RT @RosieDuffield1: This picture is going around today. Idiots. (Not often I use that word on social media). Really hope these people don't…",FALSE,0,NA,2020-05-02 18:36:52,FALSE,NA,"1256653902172356612",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","davidcoppin",64,TRUE,FALSE,NA,NA
"RT @thefaksa: Anti-Money Laundering for Insurance

Online #Training to Register : 

https://t.co/UzlORdL7wv

.
#StayAtHome https://t.co/mtI…",FALSE,0,NA,2020-05-02 18:36:52,FALSE,NA,"1256653901459337217",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jaza7020",3,TRUE,FALSE,NA,NA
"RT @_Hercreator: When you didn’t expect the drop #EDMTwitter #edmtiktok #drumnbass #StayAtHome https://t.co/1ge4DD15M7",FALSE,0,NA,2020-05-02 18:36:49,FALSE,NA,"1256653889438269441",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MartJry",15,TRUE,FALSE,NA,NA
"RT @PenceConscience: Came back to share this
Hope you get a little smile or laugh out of it
#StayAtHome #StayHome #StarWars #TrumpPressConf…",FALSE,0,NA,2020-05-02 18:36:48,FALSE,NA,"1256653887001542656",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","byrdTweety1",25,TRUE,FALSE,NA,NA
"""last night, post sunset - loving the colours of the water, sky and clouds""

Thanks to @StephenAHenry for the photo… https://t.co/IBFLUzilSd",FALSE,0,NA,2020-05-02 18:36:45,TRUE,NA,"1256653871394537472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","discinverclyde",0,FALSE,FALSE,NA,NA
"#DeadtoMe filming locations here:
https://t.co/WItz0d1EAj #latlong #saturday #SaturdayMotivation #netflix… https://t.co/s5QLoGYDP2",FALSE,0,NA,2020-05-02 18:36:43,TRUE,NA,"1256653864419438598",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","latlong_net",0,FALSE,FALSE,NA,NA
"RT @LaLigaEN: <U+0001F4C5> #OnThisDay in 2009, @FCBarcelona went to the Bernabeu for the first time under Pep Guardiola.

...and scored SIX goals. <U+0001F525>…",FALSE,0,NA,2020-05-02 18:36:43,FALSE,NA,"1256653863454756866",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ronniebadasss",379,TRUE,FALSE,NA,NA
"RT @NecmiGuclu54: Corona kills viruses<U+0001F637><U+0001F637>

#coronavirus 
#StayAtHome https://t.co/CyaZeyH0lv",FALSE,0,NA,2020-05-02 18:36:41,FALSE,NA,"1256653854873210880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bettinaschroed5",570,TRUE,FALSE,NA,NA
"RT @LaLigaEN: <U+0001F4C5> #OnThisDay in 2009, @FCBarcelona went to the Bernabeu for the first time under Pep Guardiola.

...and scored SIX goals. <U+0001F525>…",FALSE,0,NA,2020-05-02 18:36:38,FALSE,NA,"1256653845138223109",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mustapha291996",379,TRUE,FALSE,NA,NA
"RT @sbottasullivan: Thanks @ngsnavigators <U+0001F499><U+0001F9E1><U+0001F49A>. 

Thinking about how to re-envision what we are asking of our students we we all #StayAtHome…",FALSE,0,NA,2020-05-02 18:36:33,FALSE,NA,"1256653821561802752",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ACHOSinfo",2,TRUE,FALSE,NA,NA
"RT @Juan15015796: Buen humor para todos ustedes
Have a happy weekend dear friends

#QuedateEnCasa 
#StayAtHome 

#FelizSábado 

#FelizFinDe…",FALSE,0,NA,2020-05-02 18:36:27,FALSE,NA,"1256653797553659904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","orviljuarez",8,TRUE,FALSE,NA,NA
"RT @NY_runaway: Anyone who coughs today is a potential carrier of COVID19.  

Aside from the ballistic Republicans, who feel they’re immune…",FALSE,0,NA,2020-05-02 18:36:25,FALSE,NA,"1256653791090184192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","konabob4",1,TRUE,FALSE,NA,NA
"RT @7thDayImages: A Jumping Spider on my finger...I am training them now to Jump On Command <U+0001F60E><U+0001F577><U+FE0F><U+0001F602> Nikon D800<U+0001F4F7><U+0001F44D>
#Nikon #nikonphotography #Nat…",FALSE,0,NA,2020-05-02 18:36:25,FALSE,NA,"1256653788015968257",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DianaPowves",17,TRUE,FALSE,NA,NA
"RT @Ann91237283: When @brennan_elliott is on the screen you know it's gonna be gr8. He has that special something that just draws us in. Du…",FALSE,0,NA,2020-05-02 18:36:22,FALSE,NA,"1256653777488064512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brennan_elliott",1,TRUE,FALSE,NA,NA
"The seventeenth #case with #Covid-19 in #Guantanamo resides in the municipality of #Maisí  #StayAtHome… https://t.co/XWuh8gYRmf",FALSE,0,NA,2020-05-02 18:36:20,TRUE,NA,"1256653766532763648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","larusabaracoa",0,FALSE,FALSE,NA,NA
"@insan_honey Sure di… we will stay at home according to the government and will listen to the government.
#StayHome… https://t.co/6YT2NYcaOu",FALSE,0,"insan_honey",2020-05-02 18:36:18,TRUE,"1256579442975084545","1256653759410778112","2853136279","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","miss_insa",0,FALSE,FALSE,NA,NA
"RT @UncleHugo_: What I'm gonna do. <U+0001F602><U+0001F602> #lockdown #StayAtHome https://t.co/uYwwYBeYSo",FALSE,0,NA,2020-05-02 18:36:14,FALSE,NA,"1256653741287186433",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YMoridiyat",0,TRUE,FALSE,NA,NA
"RT @GretaThunberg: School strike week 89.
#climatestrikeonline  #StayAtHome #fridaysforfuture #schoolstrike4climate #flattenthecurve https:…",FALSE,0,NA,2020-05-02 18:36:13,FALSE,NA,"1256653740687405059",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","glennmartin56",2111,TRUE,FALSE,NA,NA
"RT @NecmiGuclu54: When I want to hear your voice I just close my eyes and two or three heartbeats sound like yours then I open my eyes and…",FALSE,0,NA,2020-05-02 18:36:13,FALSE,NA,"1256653740016369665",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bettinaschroed5",176,TRUE,FALSE,NA,NA
"RT @GretaThunberg: School strike week 89.
#climatestrikeonline  #StayAtHome #fridaysforfuture #schoolstrike4climate #flattenthecurve https:…",FALSE,0,NA,2020-05-02 18:36:09,FALSE,NA,"1256653723612393475",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ResilienteComMx",2111,TRUE,FALSE,NA,NA
"Play of the Day: Jhin Triple Kill!!!! Almost a Quadrakill. Had to save the team in that team fight lol.

Check me o… https://t.co/834ByFlDY7",FALSE,0,NA,2020-05-02 18:36:09,TRUE,NA,"1256653720634482688",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dogimclownin",0,FALSE,FALSE,NA,NA
"RT @geshgroove: Tonight's #StayAtHome live DJ mix is at 8 PM Zambian time. I've got a killa 80's set waiting for you! Get your bluetooth sp…",FALSE,0,NA,2020-05-02 18:36:08,FALSE,NA,"1256653719283867649",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YoliSpice",8,TRUE,FALSE,NA,NA
"RT @marie_nassar: <U+0001F338><U+0001F495>Happy weekend dear friends<U+0001F337><U+0001F343><U+0001F436><U+0001F436><U+0001F609><U+0001F49E>

#SaturdayMorning <U+2615><U+FE0F><U+0001F36A> #StayAtHome https://t.co/hBNUCqkGWP",FALSE,0,NA,2020-05-02 18:36:08,FALSE,NA,"1256653717555863553",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","oparlar",427,TRUE,FALSE,NA,NA
"RT @SJSwords: For Mary, an 80 year old nurse from Kilkenny.

Begin by Brendan Kennelly: https://t.co/7nv6j6Vbgb

Thanks to @poetryireland &amp;…",FALSE,0,NA,2020-05-02 18:36:05,FALSE,NA,"1256653707393056769",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mernaghroisin",2,TRUE,FALSE,NA,NA
"#Jammin' Yemi Alade ft. Slimcase &amp; Brainee (@yemialadee) (@iamSlimCase) (@braineeofficial) - Yaji
Listen on DAB Rad… https://t.co/NFLHb4vVg5",FALSE,0,NA,2020-05-02 18:36:02,TRUE,NA,"1256653691270168580",NA,"<a href=""https://www.radioking.com"" rel=""nofollow"">Radio King LiveTweet</a>","CosoroRadio",0,FALSE,FALSE,NA,NA
"RT @ArakiCrafts: #Cherry Tree #Design Comb by @ArakiCrafts https://t.co/HwStaNncjx via @Etsy #vintage #vintagelifestyle #vintagestyle #etsy…",FALSE,0,NA,2020-05-02 18:36:01,FALSE,NA,"1256653687881113601",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ArakiCrafts",1,TRUE,FALSE,NA,NA
"RT @LaLigaEN: <U+0001F525> Control 
<U+26A1><U+FE0F> Skills 
<U+26BD><U+FE0F> Goals 

<U+2694><U+FE0F> <U+0001D5D5><U+0001D5DC><U+0001D5DA> <U+0001D5D5><U+0001D5D8><U+0001D5E1><U+0001D5ED> is <U+0001D5DC><U+0001D5E1><U+0001D5E9><U+0001D5DC><U+0001D5E1><U+0001D5D6><U+0001D5DC><U+0001D5D5><U+0001D5DF><U+0001D5D8>! <U+2694><U+FE0F>

<U+0001F49C> @Benzema <U+0001F49C>

#LaLigaSantander #StayAtHome https://t.co/is1ps…",FALSE,0,NA,2020-05-02 18:36:00,FALSE,NA,"1256653685096095744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","im_remyboy",83,TRUE,FALSE,NA,NA
"RT @mejoramihogar: Learning resources, virtual museum tours, STEAM activities and more FREE activities to do at home during quarantine http…",FALSE,0,NA,2020-05-02 18:35:55,FALSE,NA,"1256653662342045697",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MediterrLatin",2,TRUE,FALSE,NA,NA
"RT @welcometofife: We build things to last in #Fife including this doocot in #Aberdour which dates back to the 16th century #lovefifelater…",FALSE,0,NA,2020-05-02 18:35:52,FALSE,NA,"1256653652741312513",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TLocallyBurntis",14,TRUE,FALSE,NA,NA
"NBA 2K20 | MyLeague Mode 2.0 | Chicago Bulls EP 11 | New York Knicks VS Chicago Bulls (No Sound)… https://t.co/rGbF3RxdHH",FALSE,1,NA,2020-05-02 18:35:52,TRUE,NA,"1256653650547609602",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MTGAMRS",0,FALSE,FALSE,NA,NA
"RT @parthaskar: On behalf of the #NHS 

Please PLEASE avoid this. 

We have - as a system- just about managed to cope- by sacrificing much…",FALSE,0,NA,2020-05-02 18:35:51,FALSE,NA,"1256653644939788289",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MrsNickyClark",5,TRUE,FALSE,NA,NA
"I miss my Uzbek barbershop on 72nd Street, but better a home Mohawk than making myself or others sick. #StayAtHome https://t.co/GOoM42jCoV",FALSE,1,NA,2020-05-02 18:35:43,FALSE,NA,"1256653612215926784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AcademyL3",0,FALSE,FALSE,NA,NA
"RT @allkeyshop: Allkeyshop smart shopping for gamers 

https://t.co/Ha2UKHNhvU

#allkeyshop #smartshoppingforgamers #lockdown #setup #StayS…",FALSE,0,NA,2020-05-02 18:35:31,FALSE,NA,"1256653564782485511",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Nikasaur92",3318,TRUE,FALSE,NA,NA
"RT @mvkoficial12: Can’t wait to go out <U+0001F60D> #12gang #StayAtHome #MonsterYamaha #MotoGP https://t.co/ePOryrRlG3",FALSE,0,NA,2020-05-02 18:35:23,FALSE,NA,"1256653529944477696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AlingPonsel",82,TRUE,FALSE,NA,NA
"RT @LaLigaEN: Don't try this at home. <U+0001F6AB>

#StayAtHome 
#LaLigaSantander https://t.co/Tlgrkmowy5",FALSE,0,NA,2020-05-02 18:35:19,FALSE,NA,"1256653513041510401",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SpiegelEmiliano",37,TRUE,FALSE,NA,NA
"@TE_Official_In @india4contests @Contest_in @contests RT Done   Team 
#TaiwanExcellence #ExcellenceTechnology… https://t.co/Au0BtKORyM",FALSE,0,"TE_Official_In",2020-05-02 18:35:15,TRUE,"1256455879999713280","1256653495987367936","860438092297125889","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SuranaSaurabh55",0,FALSE,FALSE,NA,NA
"RT @LaLigaEN: <U+0001F4C5> #OnThisDay in 2009, @FCBarcelona went to the Bernabeu for the first time under Pep Guardiola.

...and scored SIX goals. <U+0001F525>…",FALSE,0,NA,2020-05-02 18:35:11,FALSE,NA,"1256653480460238851",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wavezshark",379,TRUE,FALSE,NA,NA
"RT @fatimahajji: #stayathome 8 now on facebook by #dunetv <U+0001F64F><U+2764><U+FE0F><U+0001F60A> https://t.co/mUCgzG9PsC",FALSE,0,NA,2020-05-02 18:35:07,FALSE,NA,"1256653460713410560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EddPichin",7,TRUE,FALSE,NA,NA
"RT @BashirAhmaad: These two frames show that Nigeria recorded more than 2,000 COVID–19 cases between 1st April to 1st May, with over 60 dea…",FALSE,0,NA,2020-05-02 18:35:05,FALSE,NA,"1256653453390221312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mr_s3an",224,TRUE,FALSE,NA,NA
"<U+0001F499> Social Media Q&amp;A No. 50 - Grant Murray

The next question was from Robbie Weir

When John Baird lashed in that go… https://t.co/xWNY5OQI47",FALSE,1,NA,2020-05-02 18:35:04,TRUE,NA,"1256653451431419905",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","RaithRovers",0,FALSE,FALSE,NA,NA
"RT @zeusFanHouse: #NewMexico’s Democratic Governor #MichelleLujanGrisham Extends #StayatHome Order to May 15, Despite Low # Cases

https://…",FALSE,0,NA,2020-05-02 18:35:04,FALSE,NA,"1256653447677587459",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kittenaround_51",203,TRUE,FALSE,NA,NA
"RT @MPSErith: Open spaces in North Heath and Erith currently being patrolled by Adam and Maxine. Only be out if you are exercising or walki…",FALSE,0,NA,2020-05-02 18:35:03,FALSE,NA,"1256653445567832072",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PhilipRead1",2,TRUE,FALSE,NA,NA
"Nooooooo. @BrewDog have sold out of Zombie Cake online &amp; my local @Morrisons doesn't stock it. Plus I don't want to… https://t.co/LIdImqpMHr",FALSE,0,NA,2020-05-02 18:34:59,TRUE,NA,"1256653429906247681",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vaine_Photo",0,FALSE,FALSE,NA,NA
"RT @CavetJim: #Fever &amp;/or #infection (often #lung) common #Haematological #Oncology presentation - #StayAtHome but #SeekHelpIfUnwell",FALSE,0,NA,2020-05-02 18:34:53,FALSE,NA,"1256653403851194371",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ADinmohamed",1,TRUE,FALSE,NA,NA
"RT @Kimburly_K: @SleepDarlin @OCSheriffBarnes @OCSheriff NO!!!!!
KEEP THEM CLOSED. Didn't you see that CA was yellow on the COVID map after…",FALSE,0,NA,2020-05-02 18:34:53,FALSE,NA,"1256653402668503040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PSaveusa",1,TRUE,FALSE,NA,NA
"People wonder why I don't enjoy being British when we have morons like these wondering the streets<U+0001F926><U+0001F3FB><U+200D><U+2642><U+FE0F> #COVID19… https://t.co/6PIGpRHlRA",FALSE,0,NA,2020-05-02 18:34:51,TRUE,NA,"1256653393709408256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JakeR99_",0,FALSE,FALSE,NA,NA
"I JUST HAVE ONE QUESTION:
The @potus has been encouraging mobs of armed WHITE men to protest against state governor… https://t.co/jPCn71esXz",FALSE,2,NA,2020-05-02 18:34:44,TRUE,NA,"1256653364303101955",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","A4Ny14",0,FALSE,FALSE,NA,NA
"RT @SophieEB: Here's 'Take Me Home / Stay At Home' from last night's kitchen disco! If you enjoy it, you can see the full performance at ht…",FALSE,0,NA,2020-05-02 18:34:40,FALSE,NA,"1256653349669294086",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Berry1_MP",4858,TRUE,FALSE,NA,NA
"RT @1950sWomen: We need #UBI now. Not lockdown exit strategies. #UKGovernment needs to support people to #STAYATHOME https://t.co/J5TdYZGSZv",FALSE,0,NA,2020-05-02 18:34:37,FALSE,NA,"1256653337379966977",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","jannycat",7,TRUE,FALSE,NA,NA
"@PoppyLegion LEARNING RESOURCES 
https://t.co/JPE9Q8gsv3

VE Day Burpee Challenge for NHS Charities… https://t.co/1zCFSuYlqg",FALSE,0,"PoppyLegion",2020-05-02 18:34:35,TRUE,NA,"1256653328810942464","74117081","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RAFMountaineer",0,FALSE,FALSE,NA,NA
"RT @ninscrystal: Everything you see has its roots in the unseen World. The forces change, yet the essence remains the same. 

 ~ Rumi 

 <U+0001F54A>…",FALSE,0,NA,2020-05-02 18:34:31,FALSE,NA,"1256653310708219906",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","benriyagen",174,TRUE,FALSE,NA,NA
"Avril Lavigne - We Are Warriors (Official Video) https://t.co/4f4Q2ANkna via @YouTube
#HeroesShineBright  #stayathome #covid19",FALSE,0,NA,2020-05-02 18:34:30,FALSE,NA,"1256653308384751617",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BGxKuronya",0,FALSE,FALSE,NA,NA
"RT @gangstancecrew: <U+0001F451>Rich Peeps Meet by #GANGSTANCE

<U+0001F310>THIS SUNDAY - 03.05.2020 ""3PM GMT""

<U+0001F46C>Hosts  @FY159 @max_the_ronin &amp; @giralegend

<U+0001F697>Any…",FALSE,0,NA,2020-05-02 18:34:24,FALSE,NA,"1256653281520226306",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marcel150287",13,TRUE,FALSE,NA,NA
"Anyone who coughs today is a potential carrier of COVID19.  

Aside from the ballistic Republicans, who feel they’r… https://t.co/XaIQQjIbnf",FALSE,2,NA,2020-05-02 18:34:23,TRUE,NA,"1256653278072279043",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NY_runaway",1,FALSE,FALSE,NA,NA
